Nom de l'algorithme;Temps d'exécution;Xg (pixels);Yg (pixels)
Cherche_centre_1;1.5523127999999997;294.5541277258567;210.25506230529595
Cherche_centre_2;0.6663046000000001;294.5541277258567;210.25506230529595
Cherche_centre_3;0.26702150000000024;295.0;208.0
Cherche_centre_4;0.0005256999999998513;294.5541277258567;210.25506230529595
