Nom de l'algorithme;Temps d'exécution;Xg (pixels);Yg (pixels)
Cherche_centre_1;1.6909925999999995;346.5521778584392;219.19147005444646
Cherche_centre_2;0.6016496999999994;346.5521778584392;219.19147005444646
Cherche_centre_3;0.21881109999999993;367.0;142.0
Cherche_centre_4;0.0010955999999993082;346.5521778584392;219.19147005444646
