9.0	40.0	53.445	6.110211	43.03791	65.49475860595703
9.0	41.0	1.44	6.11024	43.037969	66.05236053466797
9.0	41.0	2.749	6.110254	43.037998	66.09146881103516
9.0	41.0	6.589	6.110277	43.038083	66.35663604736328
9.0	41.0	7.58	6.110277	43.038098	66.51210021972656
9.0	41.0	12.58	6.110259	43.038167	67.3197021484375
9.0	41.0	13.566	6.110258	43.038187	67.50727081298828
9.0	41.0	16.637	6.110234	43.038266	67.91336059570312
9.0	41.0	17.631	6.110222	43.038288	68.04393005371094
9.0	41.0	20.646	6.110189	43.038358	68.37298583984375
9.0	41.0	21.532	6.11018	43.038384	68.45196533203125
9.0	41.0	23.629	6.110163	43.038443	68.58985900878906
9.0	41.0	24.641	6.110162	43.038476	68.7391357421875
9.0	41.0	26.638	6.110176	43.038543	69.08316040039062
9.0	41.0	27.622	6.110186	43.038581	69.20826721191406
9.0	41.0	29.629	6.110195	43.038661	69.4007339477539
9.0	41.0	30.58	6.110198	43.038703	69.40367889404297
9.0	41.0	32.583	6.1102	43.038785	69.3966293334961
9.0	41.0	33.582	6.110198	43.038823	69.38400268554688
9.0	41.0	35.583	6.110202	43.038905	69.32868194580078
9.0	41.0	36.591	6.110208	43.038947	69.24108123779297
9.0	41.0	38.577	6.110227	43.039023	69.06797790527344
9.0	41.0	39.583	6.110239	43.039063	68.95194244384766
9.0	41.0	41.579	6.110255	43.039133	68.75115966796875
9.0	41.0	42.578	6.110259	43.039166	68.62642669677734
9.0	41.0	44.629	6.11026	43.039237	68.41130065917969
9.0	41.0	45.578	6.11026	43.039275	68.29127502441406
9.0	41.0	48.57	6.110245	43.039352	67.86319732666016
9.0	41.0	49.567	6.110229	43.039375	67.78351593017578
9.0	41.0	51.576	6.110179	43.039432	67.66259002685547
9.0	41.0	52.575	6.110148	43.039462	67.53802490234375
9.0	41.0	54.572	6.11008	43.039523	67.26429748535156
9.0	41.0	55.578	6.110049	43.039552	67.08943939208984
9.0	41.0	58.462	6.109971	43.039618	66.48085021972656
9.0	41.0	59.572	6.109945	43.039639	66.2450180053711
9.0	42.0	2.574	6.109865	43.039692	65.53955078125
9.0	42.0	3.57	6.109824	43.039713	65.36923217773438
9.0	42.0	5.51	6.109739	43.039758	65.04658508300781
9.0	42.0	6.605	6.109699	43.039785	64.91132354736328
9.0	42.0	8.56	6.10962	43.039839	64.60409545898438
9.0	42.0	9.571	6.109585	43.039863	64.416748046875
9.0	42.0	12.567	6.109495	43.039918	63.89290237426758
9.0	42.0	13.567	6.109464	43.039933	63.750492095947266
9.0	42.0	16.589	6.109358	43.039978	63.35115432739258
9.0	42.0	17.577	6.109316	43.039991	63.25941848754883
9.0	42.0	19.514	6.109241	43.04001	63.03048324584961
9.0	42.0	20.576	6.109197	43.040019	62.97684097290039
9.0	42.0	23.578	6.109079	43.040034	62.81298065185547
9.0	42.0	24.605	6.109039	43.040038	62.76434326171875
9.0	42.0	27.686	6.108918	43.040041	62.53616714477539
9.0	42.0	28.574	6.108877	43.040042	62.43965148925781
9.0	42.0	30.665	6.108781	43.040047	62.224945068359375
9.0	42.0	31.566	6.108737	43.040052	62.12061309814453
9.0	42.0	33.574	6.10864	43.040062	61.95738983154297
9.0	42.0	34.568	6.108597	43.040065	61.8653450012207
9.0	42.0	37.566	6.108476	43.040069	61.666015625
9.0	42.0	38.566	6.108438	43.040071	61.57654571533203
9.0	42.0	40.575	6.108351	43.040081	61.53569412231445
9.0	42.0	41.574	6.108302	43.040085	61.50502395629883
9.0	42.0	44.245	6.108208	43.040094	61.43295669555664
9.0	42.0	44.499	6.108159	43.040098	61.36840057373047
9.0	42.0	46.583	6.108067	43.040107	61.20172119140625
9.0	42.0	47.563	6.108032	43.040112	61.14745330810547
9.0	42.0	50.569	6.107923	43.040133	61.05171203613281
9.0	42.0	51.575	6.107885	43.040141	60.97962951660156
9.0	42.0	54.49	6.107775	43.04017	60.60606384277344
9.0	42.0	55.585	6.10773	43.040181	60.42247009277344
9.0	42.0	58.574	6.107619	43.0402	60.01249694824219
9.0	42.0	59.676	6.107586	43.040207	59.91792297363281
9.0	43.0	2.458	6.107494	43.040216	59.85341262817383
9.0	43.0	3.58	6.107456	43.040219	59.84775924682617
9.0	43.0	6.604	6.107347	43.040229	59.99631881713867
9.0	43.0	7.591	6.107306	43.040234	60.05823516845703
9.0	43.0	9.559	6.107221	43.040245	60.164730072021484
9.0	43.0	10.67	6.107181	43.040248	60.19367218017578
9.0	43.0	13.575	6.107076	43.040252	60.418575286865234
9.0	43.0	14.58	6.107035	43.040253	60.51721954345703
9.0	43.0	17.576	6.106927	43.040261	60.771060943603516
9.0	43.0	18.576	6.106891	43.040263	60.87099075317383
9.0	43.0	21.58	6.106791	43.040262	61.11961364746094
9.0	43.0	22.576	6.106757	43.04026	61.208099365234375
9.0	43.0	25.578	6.106648	43.040267	61.423492431640625
9.0	43.0	26.589	6.106611	43.040273	61.51604080200195
9.0	43.0	29.646	6.106503	43.040295	61.880252838134766
9.0	43.0	30.564	6.106465	43.0403	61.99075698852539
9.0	43.0	33.558	6.106346	43.040314	62.255855560302734
9.0	43.0	34.495	6.106311	43.040318	62.296875
9.0	43.0	36.581	6.106224	43.040326	62.40658187866211
9.0	43.0	37.567	6.106177	43.04033	62.481868743896484
9.0	43.0	39.563	6.106085	43.040337	62.622894287109375
9.0	43.0	40.566	6.106051	43.04034	62.70606994628906
9.0	43.0	43.566	6.105943	43.040348	62.966407775878906
9.0	43.0	44.486	6.105912	43.040349	63.031681060791016
9.0	43.0	47.56	6.105802	43.040364	63.170509338378906
9.0	43.0	48.559	6.10577	43.04037	63.17334747314453
9.0	43.0	51.644	6.105667	43.040394	63.23044204711914
9.0	43.0	52.569	6.105631	43.040395	63.30123519897461
9.0	43.0	56.683	6.105512	43.040379	63.67444610595703
9.0	43.0	57.566	6.105485	43.040369	63.76069259643555
9.0	44.0	0.493	6.105389	43.040335	63.931365966796875
9.0	44.0	1.57	6.105357	43.040326	64.01260375976562
9.0	44.0	4.514	6.105261	43.040309	64.23490142822266
9.0	44.0	5.626	6.105223	43.040301	64.3135986328125
9.0	44.0	7.595	6.10514	43.040283	64.39533233642578
9.0	44.0	8.472	6.105098	43.040274	64.44602966308594
9.0	44.0	10.578	6.105004	43.040259	64.62699127197266
9.0	44.0	11.626	6.104962	43.040256	64.7033920288086
9.0	44.0	14.494	6.104848	43.040228	64.91529083251953
9.0	44.0	15.576	6.104814	43.040219	65.02522277832031
9.0	44.0	18.576	6.104721	43.040197	65.27266693115234
9.0	44.0	19.655	6.104683	43.04019	65.37957000732422
9.0	44.0	22.576	6.104575	43.040165	65.60692596435547
9.0	44.0	23.569	6.104537	43.040156	65.6521224975586
9.0	44.0	26.611	6.104425	43.040131	65.748291015625
9.0	44.0	27.582	6.104392	43.040123	65.83248138427734
9.0	44.0	30.572	6.104294	43.0401	65.99061584472656
9.0	44.0	31.571	6.104256	43.040092	66.01688385009766
9.0	44.0	34.572	6.104154	43.040061	66.113525390625
9.0	44.0	35.576	6.104129	43.040048	66.14260864257812
9.0	44.0	40.576	6.104012	43.040032	66.36441040039062
9.0	44.0	41.577	6.103972	43.040045	66.41555786132812
9.0	44.0	43.578	6.103892	43.040076	66.40931701660156
9.0	44.0	44.478	6.10385	43.040094	66.37218475341797
9.0	44.0	46.588	6.103769	43.040133	66.27877807617188
9.0	44.0	47.569	6.103738	43.040151	66.19316101074219
9.0	44.0	55.57	6.103629	43.040164	65.84813690185547
9.0	44.0	56.584	6.103615	43.040161	65.8476791381836
9.0	45.0	1.574	6.103511	43.040181	66.21819305419922
9.0	45.0	2.571	6.103486	43.040187	66.31462097167969
9.0	45.0	4.536	6.103384	43.040213	66.55381774902344
9.0	45.0	5.628	6.10333	43.040234	66.6590347290039
9.0	45.0	6.52	6.103282	43.040258	66.73661041259766
9.0	45.0	7.583	6.103214	43.040299	66.76856994628906
9.0	45.0	9.485	6.103153	43.040339	66.76766204833984
9.0	45.0	9.563	6.103096	43.040382	66.73848724365234
9.0	45.0	11.576	6.10302	43.040439	66.58564758300781
9.0	45.0	12.569	6.102995	43.040454	66.4822998046875
9.0	45.0	15.585	6.10291	43.040489	66.1528091430664
9.0	45.0	16.603	6.102885	43.040496	66.0101318359375
9.0	45.0	22.49	6.102791	43.040523	65.59638977050781
9.0	45.0	23.575	6.10277	43.040528	65.50896453857422
9.0	45.0	27.59	6.102661	43.040558	65.24179077148438
9.0	45.0	28.59	6.102628	43.040564	65.1877670288086
9.0	45.0	37.584	6.102517	43.040585	64.8474349975586
9.0	45.0	38.574	6.102502	43.040582	64.79690551757812
9.0	45.0	41.579	6.102412	43.040557	64.60000610351562
9.0	45.0	42.564	6.10238	43.040534	64.49569702148438
9.0	45.0	53.641	6.102291	43.040593	63.79922103881836
9.0	45.0	54.506	6.102274	43.04061	63.676612854003906
9.0	45.0	59.682	6.102181	43.040668	63.04137420654297
9.0	46.0	0.488	6.102156	43.040682	62.9312858581543
9.0	46.0	3.529	6.102079	43.040737	62.543643951416016
9.0	46.0	4.499	6.102048	43.040747	62.43397903442383
9.0	46.0	8.514	6.101936	43.04073	62.16298294067383
9.0	46.0	9.528	6.101908	43.040714	62.11794662475586
9.0	46.0	13.519	6.101815	43.040658	62.010738372802734
9.0	46.0	14.504	6.101798	43.040656	62.044864654541016
9.0	46.0	18.518	6.101691	43.040658	62.09740447998047
9.0	46.0	19.526	6.101666	43.040659	62.061641693115234
9.0	46.0	25.522	6.101547	43.040678	61.7537956237793
9.0	46.0	26.528	6.101525	43.040673	61.753780364990234
9.0	46.0	30.512	6.101429	43.040624	61.42112731933594
9.0	46.0	31.532	6.101405	43.040609	61.35438537597656
9.0	46.0	35.538	6.101299	43.040577	61.26491928100586
9.0	46.0	36.531	6.101276	43.040569	61.22993469238281
9.0	46.0	40.545	6.101172	43.040538	61.09807586669922
9.0	46.0	41.522	6.101147	43.040531	61.06389617919922
9.0	46.0	45.525	6.101053	43.040501	61.52378463745117
9.0	46.0	46.54	6.101031	43.040499	61.68851852416992
9.0	46.0	51.534	6.100941	43.040528	62.434814453125
9.0	46.0	52.65	6.100914	43.040545	62.538818359375
9.0	46.0	54.661	6.100847	43.040583	62.64918899536133
9.0	46.0	55.712	6.100802	43.040602	62.69331741333008
9.0	46.0	57.609	6.100706	43.040631	62.820228576660156
9.0	46.0	58.644	6.100657	43.040642	62.817142486572266
9.0	47.0	1.66	6.100548	43.04066	62.72008514404297
9.0	47.0	2.649	6.100523	43.040663	62.70582580566406
9.0	47.0	5.521	6.100436	43.040674	62.722930908203125
9.0	47.0	6.553	6.1004	43.040679	62.69649124145508
9.0	47.0	9.647	6.100299	43.040687	62.75447082519531
9.0	47.0	10.65	6.100262	43.040687	62.787559509277344
9.0	47.0	14.072	6.100141	43.040682	62.95269775390625
9.0	47.0	14.641	6.100093	43.040678	62.96281433105469
9.0	47.0	16.661	6.100002	43.040662	62.83676528930664
9.0	47.0	17.65	6.099957	43.04065	62.76304626464844
9.0	47.0	19.573	6.099867	43.040626	62.592674255371094
9.0	47.0	20.653	6.099821	43.040617	62.51447296142578
9.0	47.0	24.25	6.099722	43.040623	62.35504913330078
9.0	47.0	24.487	6.099691	43.040628	62.286624908447266
9.0	47.0	27.517	6.09958	43.040654	62.20000457763672
9.0	47.0	28.522	6.09955	43.040659	62.169803619384766
9.0	47.0	32.526	6.099431	43.040663	62.129249572753906
9.0	47.0	33.515	6.099401	43.040661	62.04884719848633
9.0	47.0	36.535	6.099309	43.040654	61.95067596435547
9.0	47.0	37.518	6.099275	43.040651	61.97060775756836
9.0	47.0	40.533	6.09918	43.040645	62.01612091064453
9.0	47.0	41.605	6.099151	43.040643	62.065921783447266
9.0	47.0	45.525	6.099037	43.040631	62.155094146728516
9.0	47.0	46.549	6.099007	43.040628	62.1998405456543
9.0	47.0	49.519	6.098905	43.040624	62.21868896484375
9.0	47.0	50.517	6.098869	43.040623	62.20158767700195
9.0	47.0	54.517	6.098754	43.04061	62.1673469543457
9.0	47.0	55.517	6.098727	43.040604	62.165489196777344
9.0	47.0	59.467	6.098608	43.040591	62.128143310546875
9.0	48.0	0.48	6.098577	43.040587	62.09303283691406
9.0	48.0	4.543	6.098503	43.040534	62.225303649902344
9.0	48.0	5.525	6.098491	43.040515	62.26059341430664
9.0	48.0	10.526	6.098421	43.04045	62.7848014831543
9.0	48.0	11.554	6.098395	43.040437	62.99781036376953
9.0	48.0	15.526	6.098306	43.040388	63.6070556640625
9.0	48.0	16.532	6.098287	43.040378	63.610984802246094
9.0	48.0	21.524	6.098179	43.04038	63.593040466308594
9.0	48.0	22.577	6.09815	43.04038	63.60289001464844
9.0	48.0	26.535	6.098029	43.040369	63.84402084350586
9.0	48.0	27.574	6.098009	43.040361	63.86744689941406
9.0	48.0	34.891	6.097938	43.040304	64.16326904296875
9.0	48.0	35.6	6.097916	43.040285	64.1845703125
9.0	48.0	39.889	6.097827	43.040229	64.56538391113281
9.0	48.0	40.521	6.097806	43.040213	64.7221450805664
9.0	48.0	45.506	6.097747	43.04014	65.065185546875
9.0	48.0	46.536	6.097749	43.040131	65.06615447998047
9.0	48.0	51.573	6.09781	43.04019	65.25634002685547
9.0	48.0	52.527	6.097821	43.040211	65.27447509765625
9.0	48.0	57.529	6.097893	43.040282	65.3331527709961
9.0	48.0	58.528	6.097889	43.040287	65.37088012695312
9.0	49.0	8.525	6.097788	43.040301	65.25656127929688
9.0	49.0	9.619	6.097764	43.040304	65.3731460571289
9.0	49.0	11.529	6.097688	43.0403	65.7115707397461
9.0	49.0	12.559	6.097624	43.040302	65.91703033447266
9.0	49.0	14.534	6.097532	43.040295	66.21183776855469
9.0	49.0	15.544	6.097497	43.040289	66.35259246826172
9.0	49.0	18.543	6.097382	43.040285	66.75018310546875
9.0	49.0	19.524	6.097343	43.040284	66.94447326660156
9.0	49.0	22.542	6.097241	43.040273	67.61614990234375
9.0	49.0	23.545	6.09722	43.04027	67.79420471191406
9.0	49.0	31.526	6.097118	43.040224	68.20059204101562
9.0	49.0	32.55	6.097105	43.040221	68.28308868408203
9.0	49.0	38.546	6.096997	43.040194	68.61212158203125
9.0	49.0	39.519	6.096963	43.040191	68.70589447021484
9.0	49.0	41.545	6.096879	43.040186	68.95699310302734
9.0	49.0	42.543	6.096834	43.040184	69.04498291015625
9.0	49.0	49.546	6.096719	43.040173	68.83736419677734
9.0	49.0	50.553	6.096706	43.040173	68.72046661376953
9.0	49.0	54.547	6.096638	43.040127	68.49163055419922
9.0	49.0	55.537	6.09662	43.040102	68.35536193847656
9.0	49.0	59.589	6.09657	43.040041	67.65870666503906
9.0	50.0	0.631	6.096548	43.040027	67.4998550415039
9.0	50.0	5.543	6.096452	43.039987	67.0564956665039
9.0	50.0	6.616	6.096423	43.039977	67.01441955566406
9.0	50.0	8.538	6.096343	43.039952	66.89449310302734
9.0	50.0	9.459	6.096307	43.039939	66.8447494506836
9.0	50.0	11.542	6.096231	43.039917	66.67413330078125
9.0	50.0	12.538	6.096191	43.039908	66.5868148803711
9.0	50.0	15.541	6.096086	43.039888	66.23853302001953
9.0	50.0	16.545	6.096057	43.039883	66.18131256103516
9.0	50.0	20.456	6.095949	43.039858	65.84819030761719
9.0	50.0	21.615	6.095917	43.03986	65.68679809570312
9.0	50.0	24.572	6.095842	43.039912	65.17938995361328
9.0	50.0	25.537	6.095826	43.03993	64.99575805664062
9.0	50.0	29.536	6.095789	43.039997	64.26286315917969
9.0	50.0	30.715	6.09577	43.04001	64.03633117675781
9.0	50.0	37.545	6.095674	43.040063	62.347740173339844
9.0	50.0	38.555	6.095671	43.040068	62.115962982177734
9.0	50.0	45.594	6.095593	43.040123	61.29684829711914
9.0	50.0	46.554	6.095577	43.040129	61.28500747680664
9.0	50.0	53.544	6.095466	43.040159	61.394813537597656
9.0	50.0	54.551	6.095461	43.04016	61.352718353271484
9.0	51.0	4.068	6.09538	43.040196	61.37879180908203
9.0	51.0	4.524	6.095353	43.040214	61.39884567260742
9.0	51.0	8.596	6.095265	43.040268	61.416168212890625
9.0	51.0	9.518	6.095253	43.040275	61.405914306640625
9.0	51.0	15.546	6.09516	43.040329	61.554622650146484
9.0	51.0	16.55	6.095148	43.040336	61.649227142333984
9.0	51.0	26.474	6.095036	43.040372	61.978431701660156
9.0	51.0	27.554	6.095027	43.040369	61.982391357421875
9.0	51.0	47.546	6.094938	43.040369	61.41952133178711
9.0	51.0	48.494	6.094936	43.040369	61.41373062133789
9.0	51.0	49.549	6.094934	43.04037	61.4118537902832
9.0	51.0	50.542	6.09493	43.040374	61.40890121459961
9.0	52.0	6.551	6.094835	43.040323	62.6295051574707
9.0	52.0	7.541	6.09483	43.04032	62.628143310546875
9.0	52.0	24.527	6.094731	43.040275	62.08863830566406
9.0	52.0	25.546	6.094719	43.040275	62.0140495300293
9.0	52.0	30.442	6.094631	43.040324	61.49288558959961
9.0	52.0	31.54	6.094618	43.040337	61.350341796875
9.0	52.0	37.542	6.094529	43.040389	60.854530334472656
9.0	52.0	38.536	6.094507	43.04039	60.79313659667969
9.0	52.0	44.194	6.094384	43.040388	60.5390625
9.0	52.0	44.526	6.094362	43.04039	60.488765716552734
9.0	52.0	50.538	6.094247	43.040388	60.52922821044922
9.0	52.0	51.607	6.094229	43.040384	60.55947494506836
9.0	53.0	4.55	6.094206	43.040296	61.97629165649414
9.0	53.0	5.669	6.094215	43.040283	62.11735153198242
9.0	53.0	13.533	6.094204	43.040202	63.221763610839844
9.0	53.0	14.492	6.094196	43.04019	63.43479537963867
9.0	53.0	21.542	6.09416	43.040105	64.72460174560547
9.0	53.0	22.542	6.094159	43.040086	64.92855072021484
9.0	53.0	26.612	6.09416	43.039998	65.89754486083984
9.0	53.0	27.556	6.094169	43.039973	66.17028045654297
9.0	53.0	30.554	6.094186	43.039905	66.84793090820312
9.0	53.0	31.556	6.094189	43.039883	67.07975006103516
9.0	53.0	38.556	6.094178	43.039799	68.71195983886719
9.0	53.0	39.562	6.094182	43.039788	69.01375579833984
9.0	53.0	46.562	6.094125	43.039712	70.39456939697266
9.0	53.0	47.553	6.094111	43.039706	70.56297302246094
9.0	53.0	52.556	6.094017	43.039658	71.42884063720703
9.0	53.0	53.556	6.094003	43.039646	71.54347229003906
9.0	54.0	6.561	6.093948	43.039567	72.83661651611328
9.0	54.0	7.558	6.093944	43.039561	72.93402099609375
9.0	54.0	16.498	6.093944	43.039478	74.14588928222656
9.0	54.0	17.561	6.093936	43.03947	74.32378387451172
9.0	54.0	28.567	6.093878	43.039393	76.26046752929688
9.0	54.0	29.566	6.093879	43.039383	76.43000793457031
9.0	54.0	34.53	6.09392	43.0393	77.51437377929688
9.0	54.0	35.615	6.093935	43.039277	77.76847076416016
9.0	54.0	43.562	6.09392	43.039188	79.56087493896484
9.0	54.0	44.509	6.093907	43.039181	79.7535629272461
9.0	54.0	50.569	6.09382	43.039118	80.3020248413086
9.0	54.0	51.565	6.093815	43.039115	80.40998077392578
9.0	55.0	2.575	6.093771	43.03904	81.14596557617188
9.0	55.0	3.581	6.093768	43.039027	81.16068267822266
9.0	55.0	14.572	6.093814	43.038946	81.5718002319336
9.0	55.0	15.567	6.093806	43.038934	81.6141357421875
9.0	55.0	25.566	6.093806	43.038855	82.11564636230469
9.0	55.0	26.572	6.093808	43.038841	82.12232208251953
9.0	55.0	32.479	6.093861	43.038767	81.9374008178711
9.0	55.0	33.564	6.093867	43.038758	81.91159057617188
9.0	55.0	42.563	6.093856	43.038674	81.24718475341797
9.0	55.0	43.563	6.093853	43.038665	81.16426849365234
9.0	55.0	49.513	6.093882	43.038587	80.34902954101562
9.0	55.0	50.508	6.093892	43.038574	80.16120910644531
9.0	55.0	58.586	6.093965	43.038509	78.5833511352539
9.0	55.0	59.567	6.093985	43.038503	78.27977752685547
9.0	56.0	3.568	6.094087	43.038468	77.29627990722656
9.0	56.0	4.563	6.094121	43.038456	77.08171844482422
9.0	56.0	6.572	6.094206	43.038429	76.59471130371094
9.0	56.0	7.617	6.094246	43.038418	76.35791778564453
9.0	56.0	9.568	6.094318	43.038394	75.85693359375
9.0	56.0	10.569	6.094355	43.038373	75.56964111328125
9.0	56.0	13.603	6.094411	43.038304	74.95933532714844
9.0	56.0	14.564	6.094417	43.038284	74.79525756835938
9.0	56.0	18.563	6.094429	43.038196	74.28575134277344
9.0	56.0	20.592	6.094428	43.038169	74.18699645996094
9.0	56.0	24.297	6.094419	43.038084	74.1541976928711
9.0	56.0	25.239	6.094412	43.038062	74.1624526977539
